City_ID,city,country,latitude,longitude,Maximum_temperature,percent_humidity,percent_cloudiness,wind_speed,description
483,Monteiro,BR,-7.8894,-37.12,18.2,94,7,1.77,clear sky
484,Verāval,IN,20.9,70.3667,27.9,84,100,10.79,overcast clouds
485,Abomsa,ET,9.9833,39.9833,20.97,76,100,1.08,light rain
486,Kargil,IN,34.5667,76.1,18.61,47,64,1.34,broken clouds
487,Snihurivka,UA,47.0758,32.8052,23.94,82,6,2.42,clear sky
488,Porto Walter,BR,-8.2686,-72.7439,22.53,89,59,1.15,broken clouds
489,Mananjary,MG,-21.2167,48.3333,19.29,87,55,1.68,light rain
490,Tambura,SS,5.6,27.4667,18.69,97,88,1.31,overcast clouds
491,Nantucket,US,41.2835,-70.0995,19.49,86,1,2.57,clear sky
492,Rabat,MA,33.9911,-6.8401,22.04,88,75,1.54,broken clouds
493,Bella Union,UY,-30.2752,-57.6007,3.01,75,2,1.94,clear sky
494,Naliya,IN,23.2667,68.8333,28.15,81,100,10.65,overcast clouds
495,Ronneby,SE,56.21,15.276,17.28,100,42,1.54,scattered clouds
496,Perevoz,RU,55.5961,44.5446,17.13,85,100,0.39,light rain
497,Viedma,AR,-40.8135,-62.9967,6.33,49,0,4.06,clear sky
498,Zalţan,LY,32.947,11.8665,25.21,54,0,4.11,clear sky
499,Vestmanna,FO,62.1564,-7.1664,9.51,100,90,8.23,light intensity drizzle
500,Mogadouro,PT,41.3403,-6.7119,15.44,69,1,2.5,clear sky
501,Fort Dix,US,40.0298,-74.6185,23.65,86,1,0.0,clear sky
502,Ngaoundéré,CM,7.3167,13.5833,15.57,96,100,0.54,overcast clouds
503,Nacala,MZ,-14.5428,40.6728,18.2,88,2,3.04,clear sky
504,Santiago del Estero,AR,-27.7951,-64.2615,3.22,39,0,1.52,clear sky
505,Santa Maria,BR,-29.6842,-53.8069,4.61,75,0,2.57,clear sky
506,Saint-Pierre,RE,-21.3393,55.4781,20.82,70,90,12.35,light rain
507,Bantry,IE,51.6833,-9.45,10.71,86,89,2.39,overcast clouds
508,Boralday,KZ,43.3578,76.8594,27.27,19,0,2.73,clear sky
509,Sur,OM,22.5667,59.5289,35.43,44,61,3.94,broken clouds
510,Sayhāt,SA,26.4852,50.0405,37.99,34,72,9.4,broken clouds
511,Iracoubo,GF,5.4802,-53.2011,24.69,89,100,3.39,overcast clouds
512,Srīvardhan,IN,18.0333,73.0167,27.52,84,100,7.57,overcast clouds
513,Dubrovka,RU,53.6907,33.5071,17.99,90,71,2.08,broken clouds
514,Illapel,CL,-31.6308,-71.1653,12.57,30,0,1.11,clear sky
515,Kalmunai,LK,7.4167,81.8167,30.54,57,99,0.37,overcast clouds
516,Galle,LK,6.0367,80.217,27.45,85,93,6.16,overcast clouds
517,Goderich,CA,43.7501,-81.7165,20.02,82,84,2.57,broken clouds
518,Inírida,CO,3.8653,-67.9239,22.22,96,93,0.35,overcast clouds
519,Dorado,PR,18.4588,-66.2677,26.17,92,6,3.82,clear sky
520,Samfya,ZM,-11.3649,29.5565,10.24,63,8,2.81,clear sky
521,Ust'-Shonosha,RU,61.1531,41.343,16.59,87,100,1.55,overcast clouds
522,Sokoni,TZ,-6.4333,39.55,23.92,76,11,7.29,few clouds
523,Rawson,AR,-43.3002,-65.1023,7.72,61,9,1.24,clear sky
524,Abadan,TM,38.0507,58.2056,28.85,58,20,6.17,few clouds
525,Bathsheba,BB,13.2167,-59.5167,27.34,83,40,7.2,scattered clouds
526,Tupelo,US,34.2576,-88.7034,28.16,80,1,0.0,clear sky
527,Magoula,GR,38.0833,23.5167,28.82,31,0,2.57,clear sky
528,Acarí,PE,-15.4311,-74.6158,18.28,73,43,0.71,scattered clouds
529,Kasiri,SL,8.9412,-13.1148,23.37,91,100,3.31,light rain
530,Severnyy,RU,50.677,36.5532,21.02,78,0,2.0,clear sky
531,Igarka,RU,67.4667,86.5833,16.74,62,100,3.59,overcast clouds
532,Gijón,ES,43.5357,-5.6615,17.7,93,45,1.06,scattered clouds
533,Weligama,LK,5.9667,80.4167,28.01,80,89,5.91,overcast clouds
534,Ouésso,CG,1.6136,16.0517,22.23,85,95,0.34,overcast clouds
535,Lábrea,BR,-7.2586,-64.7981,23.79,63,2,2.03,clear sky
536,Rafaela,AR,-31.2503,-61.4867,4.99,46,0,0.99,clear sky
537,Asha,RU,54.9973,57.2722,15.35,55,32,2.55,scattered clouds
538,Thinadhoo,MV,0.5333,72.9333,27.41,70,98,2.26,overcast clouds
539,Dalvik,IS,65.9702,-18.5286,7.96,98,100,1.43,overcast clouds
540,Janakkala,FI,60.9,24.6,18.7,95,99,3.12,overcast clouds
541,Birao,CF,10.2849,22.7882,20.93,96,62,2.18,broken clouds
542,Pasni,PK,25.2631,63.471,28.14,87,100,3.73,overcast clouds
543,Tuscaloosa,US,33.2098,-87.5692,27.88,95,1,0.0,clear sky
544,Sandusky,US,41.3501,-83.1332,25.47,82,82,3.05,broken clouds
545,Luanda,AO,-8.8368,13.2343,20.82,84,19,2.98,few clouds
546,Poienile de sub Munte,RO,47.8167,24.4333,17.2,82,2,1.69,clear sky
547,Yermekeyevo,RU,54.0761,53.6712,18.31,42,30,2.24,scattered clouds
548,Scottsboro,US,34.6723,-86.0341,25.87,100,40,0.0,scattered clouds
549,Pervomays'k,UA,48.0443,30.8507,23.85,67,60,1.42,broken clouds
550,Sambava,MG,-14.2667,50.1667,19.27,75,2,3.22,clear sky
551,Capela do Alto,BR,-23.4706,-47.7347,6.8,65,12,2.45,few clouds
552,Grozeşti,RO,44.65,23.3167,20.86,57,2,0.84,clear sky
553,Rio Grande,BR,-32.035,-52.0986,4.41,80,30,9.23,scattered clouds
554,Oussouye,SN,12.485,-16.5469,27.05,85,100,2.54,overcast clouds
555,Barcelos,PT,41.5388,-8.6151,18.25,78,25,1.87,scattered clouds
556,Saint-Joseph,RE,-21.3667,55.6167,20.21,82,84,8.98,light rain
557,Novichikha,RU,52.204,81.3877,21.82,33,79,0.96,broken clouds
558,Pisco,PE,-13.7,-76.2167,16.12,88,5,2.57,mist
559,Kassala,SD,15.451,36.4,24.14,83,86,5.5,overcast clouds
560,Sabha,LY,27.0377,14.4283,25.67,28,0,5.01,clear sky
561,Caravelas,BR,-17.7125,-39.2481,22.38,92,24,4.63,few clouds
562,Zyryanovsk,KZ,49.7386,84.2719,20.72,43,72,0.72,broken clouds
563,Staropavlovskaya,RU,43.8489,43.6328,18.64,65,0,0.39,clear sky
564,Huicungo,PE,-7.2833,-76.8,20.14,99,70,0.79,broken clouds
565,Addis Ababa,ET,9.025,38.7469,13.26,94,100,1.66,overcast clouds
566,Halifax,CA,44.6453,-63.5724,17.03,87,4,0.51,clear sky
567,Thohoyandou,ZA,-22.9456,30.485,11.46,55,0,1.46,clear sky
568,Leh,IN,34.1667,77.5833,15.87,61,100,2.25,overcast clouds
569,Semīrom,IR,31.4167,51.5667,21.03,20,54,2.14,broken clouds
570,Tapes,BR,-30.6733,-51.3958,5.26,77,12,7.27,few clouds
571,Riviere-au-Renard,CA,48.9957,-64.3971,14.16,85,21,5.21,few clouds
572,Challans,FR,46.8436,-1.8749,16.09,80,6,2.38,clear sky
573,Wana,PK,32.2989,69.5725,25.47,75,77,1.82,broken clouds
574,Fécamp,FR,49.7579,0.3746,15.49,85,56,7.48,broken clouds
575,São Félix do Xingu,BR,-6.6447,-51.995,21.78,51,3,0.68,clear sky
576,Lukovetskiy,RU,64.2956,41.9211,8.99,74,49,2.74,scattered clouds
577,El Alto,PE,-4.2714,-81.2147,18.33,88,34,6.66,scattered clouds
578,Chibombo,ZM,-14.6569,28.0706,8.77,82,63,2.09,broken clouds
579,Kulhudhuffushi,MV,6.6221,73.07,28.09,74,100,5.65,overcast clouds
580,Novoagansk,RU,61.9449,76.6625,11.91,95,100,1.15,heavy intensity rain
581,Long Beach,US,33.767,-118.1892,31.89,75,1,0.45,clear sky
582,Patu,BR,-6.11,-37.6367,23.2,74,11,3.91,few clouds
583,Sechura,PE,-5.5569,-80.8222,19.58,81,19,5.23,few clouds
584,San,ML,13.3034,-4.8956,24.42,86,96,4.19,overcast clouds
585,Santa Vitória do Palmar,BR,-33.5189,-53.3681,4.93,78,48,5.61,scattered clouds
586,Noormarkku,FI,61.5927,21.8685,16.88,100,90,3.09,overcast clouds
587,Ébolowa,CM,2.9,11.15,18.93,96,94,1.16,overcast clouds
588,Zhanakorgan,KZ,43.9098,67.2495,30.89,15,42,3.03,scattered clouds
589,Makokou,GA,0.5738,12.8642,20.58,86,82,1.78,broken clouds
590,Lundazi,ZM,-12.2929,33.1782,10.64,77,67,2.81,broken clouds
591,Parabel',RU,58.6978,81.4825,20.36,52,90,5.63,overcast clouds
592,Brenes,ES,37.5494,-5.8714,25.03,50,0,1.54,clear sky
593,Puerto del Rosario,ES,28.5004,-13.8627,21.86,78,60,6.69,broken clouds
594,Tarko-Sale,RU,64.9225,77.785,16.78,70,80,5.32,light rain
595,Salisbury,GB,51.0693,-1.7957,15.29,86,75,5.14,broken clouds
596,Colchester,GB,51.8892,0.9042,13.18,87,1,7.31,clear sky
597,Aracataca,CO,10.5918,-74.1898,27.88,80,33,1.6,scattered clouds
598,Zernograd,RU,46.8452,40.3083,23.3,92,3,0.95,clear sky
599,Marathon,US,44.9,-89.7668,25.38,89,40,3.6,scattered clouds
600,Dwārka,IN,22.2394,68.9678,28.1,84,99,13.42,overcast clouds
601,Tabou,CI,4.423,-7.3528,24.35,84,71,2.87,light rain
602,Espera Feliz,BR,-20.6503,-41.9072,16.0,95,98,1.5,overcast clouds
603,Kasama,ZM,-10.2129,31.1808,8.19,73,0,1.59,clear sky
604,Ndioum,SN,16.5129,-14.6471,26.94,71,100,7.15,overcast clouds
605,Maţāy,EG,28.419,30.7792,25.52,49,0,3.2,clear sky
606,Várzea Grande,BR,-15.6467,-56.1325,13.93,41,0,5.66,clear sky
607,Tumaco,CO,1.7986,-78.8156,24.76,90,78,2.62,moderate rain
608,Mala Tokmachka,UA,47.5356,35.8929,23.31,65,32,3.37,scattered clouds
609,Stornoway,GB,58.2093,-6.3865,13.85,94,75,3.09,broken clouds
610,Gujan-Mestras,FR,44.6333,-1.0667,13.26,94,40,1.03,scattered clouds
611,Pitimbu,BR,-7.4706,-34.8086,23.33,85,4,4.02,clear sky
612,Moussoro,TD,13.6408,16.4901,25.51,78,100,2.21,overcast clouds
613,Mineiros,BR,-17.5694,-52.5511,10.98,21,99,6.23,overcast clouds
614,Maceió,BR,-9.6658,-35.7353,20.69,100,0,1.54,clear sky
615,Javānrūd,IR,34.7961,46.5172,21.8,54,0,3.06,clear sky
616,Hearst,CA,49.6835,-83.6665,18.14,94,78,1.92,broken clouds
617,Kinsale,IE,51.7075,-8.5306,10.65,87,75,2.06,broken clouds
618,Coihueco,CL,-36.6167,-71.8333,5.41,100,0,1.03,clear sky
619,Bennington,US,42.8781,-73.1968,18.04,80,90,0.0,overcast clouds
620,San Rafael,AR,-34.6177,-68.3301,5.97,36,0,2.11,clear sky
621,Pizarro,CO,4.9533,-77.366,25.68,84,81,1.56,light rain
622,Iguape,BR,-24.7081,-47.5553,11.4,70,11,3.65,few clouds
623,Alexandria,EG,31.2156,29.9553,25.98,83,0,1.54,clear sky
624,Vågåmo,NO,61.8751,9.0967,14.78,94,100,1.65,overcast clouds
625,Nechí,CO,8.0942,-74.7757,24.2,99,100,0.59,overcast clouds
626,Ayagoz,KZ,47.9714,80.4392,20.88,25,100,7.01,overcast clouds
627,Balsas,BR,-7.5325,-46.0356,24.4,40,0,1.42,clear sky
628,Palmares do Sul,BR,-30.2578,-50.5097,6.87,71,99,8.69,overcast clouds
629,Santa Rosa,PH,14.3122,121.1114,28.84,86,98,5.78,overcast clouds
630,Kadyy,RU,57.787,43.1903,18.32,77,82,2.59,broken clouds
631,Ponta Delgada,PT,37.7333,-25.6667,21.4,88,75,3.09,broken clouds
632,Khāsh,IR,28.2211,61.2158,30.61,10,96,2.61,overcast clouds
633,Riacho de Santana,BR,-13.6092,-42.9389,21.28,36,0,1.67,clear sky
634,Mazyr,BY,52.0495,29.2456,20.62,71,4,1.69,clear sky
635,Петровец,MK,41.9389,21.615,19.77,43,0,0.69,clear sky
636,Bela,IN,25.9333,81.9833,29.61,75,100,3.61,overcast clouds
637,Santarém,BR,-2.4431,-54.7083,24.07,100,0,0.0,clear sky
638,Līsakovsk,KZ,52.5369,62.4936,16.54,47,0,2.8,clear sky
639,Benjamin Constant,BR,-4.3831,-70.0311,24.07,79,30,0.7,scattered clouds
640,San Fernando del Valle de Catamarca,AR,-28.4696,-65.7852,7.1,48,0,3.26,clear sky
641,Listvyanskiy,RU,54.4399,83.4984,20.11,46,99,2.25,overcast clouds
642,Dembī Dolo,ET,8.5333,34.8,14.34,88,100,0.8,overcast clouds
643,Lucea,JM,18.451,-78.1736,27.92,82,55,4.25,broken clouds
644,Elizabeth City,US,36.2946,-76.2511,25.03,96,1,2.57,clear sky
645,Bandiagara,ML,14.3501,-3.6104,26.24,72,73,3.65,broken clouds
646,Ouadda,CF,8.0777,22.4007,18.82,99,99,0.92,overcast clouds
647,Mali,GN,12.079,-12.2982,15.62,98,100,2.19,heavy intensity rain
648,Diré,ML,12.2833,-10.9667,22.55,99,100,2.44,very heavy rain
649,Zimovniki,RU,47.1483,42.4633,24.9,42,25,1.95,scattered clouds
650,Brewster,US,41.3973,-73.6171,22.08,89,75,2.06,broken clouds
651,Gouré,NE,13.9835,10.2704,23.9,72,96,3.03,overcast clouds
652,Lokosovo,RU,61.1333,74.8167,13.32,71,100,4.79,overcast clouds
653,Stendal,DE,52.6,11.85,16.15,89,10,3.59,clear sky
654,Mporokoso,ZM,-9.3727,30.125,10.81,60,10,2.81,clear sky
655,The Valley,AI,18.217,-63.0578,27.92,75,2,8.24,clear sky
656,Nicoya,CR,10.1483,-85.452,24.75,91,100,1.01,overcast clouds
657,Ocara,BR,-4.4908,-38.5967,21.9,98,28,1.5,scattered clouds
658,Naila,DE,50.3167,11.7,14.96,87,23,4.47,few clouds
659,Tugulym,RU,57.0591,64.6425,11.04,49,54,4.51,broken clouds
660,Derzhavīnsk,KZ,51.1,66.3167,18.35,47,6,5.41,clear sky
661,Saurimo,AO,-9.6608,20.3916,11.09,46,0,2.46,clear sky
662,Chabahar,IR,25.2919,60.643,30.9,74,100,3.72,overcast clouds
663,Kuusankoski,FI,60.907,26.6244,18.56,99,90,0.45,mist
664,Lipno,PL,52.8444,19.1785,16.72,91,20,3.05,few clouds
665,Deep River,CA,46.1001,-77.4995,17.86,75,37,1.84,scattered clouds
666,Tapejara,BR,-28.0681,-52.0139,0.03,87,60,4.44,broken clouds
667,Rondonópolis,BR,-16.4708,-54.6356,13.84,27,6,3.2,clear sky
668,Glen Allen,US,37.666,-77.5064,25.64,85,1,1.79,clear sky
669,Røros,NO,62.5747,11.3842,9.91,93,90,1.54,overcast clouds
670,São José da Coroa Grande,BR,-8.8978,-35.1478,22.61,86,4,1.07,clear sky
671,Muscat,OM,23.6139,58.5922,40.01,48,47,2.29,scattered clouds
672,Matara,LK,5.9485,80.5353,28.43,77,89,5.99,overcast clouds
673,Buchanan,LR,5.8808,-10.0467,24.53,75,96,2.75,overcast clouds
674,Anori,BR,-3.7728,-61.6442,23.51,67,4,1.17,clear sky
675,Port Blair,IN,11.6667,92.75,28.81,81,100,8.33,overcast clouds
676,Tabas,IR,33.5959,56.9244,31.27,15,0,4.91,clear sky
677,Walvis Bay,NA,-22.9575,14.5053,11.72,100,0,0.51,clear sky
678,San Pedro de Ycuamandiyú,PY,-24.0917,-57.0764,4.28,57,25,1.58,scattered clouds
679,Sirte,LY,31.2089,16.5887,26.05,69,0,3.54,clear sky
680,Parrita,CR,9.5201,-84.3225,28.88,87,100,1.26,overcast clouds
681,Guarapari,BR,-20.6667,-40.4975,20.94,90,99,6.06,overcast clouds
682,Fonte Boa,BR,-2.4959,-66.2662,24.53,80,65,0.76,broken clouds
683,Hedaru,TZ,-4.5,37.9,17.03,90,57,2.49,broken clouds
684,Mattru,SL,7.6244,-11.8332,22.14,90,100,0.91,overcast clouds
685,Warmbad,NA,-28.45,18.7333,6.17,87,0,1.88,clear sky
686,Nioro,GM,13.35,-15.75,24.0,88,100,2.29,overcast clouds
687,Buraidah,SA,26.326,43.975,28.25,15,67,2.17,broken clouds
688,Mariehamn,AX,60.0973,19.9348,17.92,94,40,2.06,scattered clouds
689,Atlantic City,US,39.3643,-74.4229,22.78,87,1,2.57,clear sky
690,Hickory,US,35.7332,-81.3412,25.82,91,1,0.91,clear sky
691,Chiredzi,ZW,-21.05,31.6667,11.22,71,0,1.28,clear sky
692,Keetmanshoop,NA,-26.5833,18.1333,6.51,70,0,2.57,clear sky
693,Purranque,CL,-40.9167,-73.1667,5.81,99,22,1.21,few clouds
694,Ndélé,CF,8.4109,20.6473,20.03,99,99,1.56,overcast clouds
695,Mouzourás,GR,35.5333,24.15,28.57,73,0,0.0,clear sky
696,Blagoyevo,RU,63.3667,47.9167,11.13,84,98,2.32,overcast clouds
697,Ringebu,NO,61.5167,10.1667,14.45,97,100,1.18,overcast clouds
698,Schleswig,DE,54.5167,9.55,14.88,92,11,6.17,few clouds
699,Oranjemund,NA,-28.55,16.4333,10.64,78,0,3.64,clear sky
700,Lodja,CD,-3.4833,23.4333,20.45,39,57,0.87,broken clouds
701,Nhamundá,BR,-2.1861,-56.7131,26.24,59,78,1.05,broken clouds
702,Tojšići,BA,44.5011,18.7856,17.29,100,0,0.89,clear sky
703,Opuwo,NA,-18.0607,13.84,12.32,33,3,2.74,clear sky
704,Albanel,CA,48.8832,-72.4487,15.08,82,97,1.03,overcast clouds
705,Finnsnes,NO,69.2296,17.9811,9.63,82,17,1.25,few clouds
706,Lebrija,ES,36.9208,-6.0753,24.91,71,0,1.58,clear sky
707,Eydhafushi,MV,5.1033,73.0708,28.2,74,100,5.57,overcast clouds
708,Wolbrom,PL,50.3796,19.7583,18.82,96,90,2.35,overcast clouds
709,Tegul'det,RU,57.3064,88.1667,16.84,66,100,1.3,overcast clouds
710,Nísia Floresta,BR,-6.0911,-35.2086,24.21,93,14,2.6,few clouds
711,Leninsk,RU,48.7119,45.1994,24.76,29,57,2.71,broken clouds
712,Luau,AO,-10.7073,22.2247,11.51,44,0,2.13,clear sky
713,Bajil,YE,15.0584,43.2851,30.9,58,69,1.9,broken clouds
714,Isoka,ZM,-10.1606,32.6335,8.04,80,7,0.52,clear sky
715,La Libertad,EC,-2.2333,-80.9,21.42,83,99,4.26,overcast clouds
716,Valparaíso,CL,-33.0393,-71.6273,9.71,80,0,1.54,clear sky
717,Novo Aripuanã,BR,-5.1206,-60.3797,23.47,53,5,1.29,clear sky
718,Porto-Vecchio,FR,41.591,9.2795,22.74,100,40,1.54,scattered clouds
719,Chandler,US,33.3062,-111.8412,38.49,31,75,2.57,broken clouds
720,Nyagan,RU,62.1406,65.3936,8.38,85,100,2.86,light rain
721,Waddān,LY,29.1614,16.139,23.19,60,0,1.63,clear sky
722,Donegal,IE,54.65,-8.1167,12.97,93,99,6.27,overcast clouds
723,Xapuri,BR,-10.6517,-68.5044,20.19,37,3,3.3,clear sky
724,Dāmghān,IR,36.1683,54.348,25.2,51,0,4.82,clear sky
725,Turbat,PK,26.0023,63.044,31.12,67,100,2.65,overcast clouds
